,Date,GeneratedTrend,GeneratedCycle,GeneratedAR,Noise,Signal,Signal_50_H_0_poly_7__1.0_0
17,2000-01-01 17:00:00,0,0.7142857142857143,0.2765483224764271,-0.5245121937314283,2.9503117117115423,2.9503117117115423
18,2000-01-01 18:00:00,0,0.2857142857142857,0.2947887382023596,0.8131012718382519,3.8775941644357266,3.8775941644357266
19,2000-01-01 19:00:00,0,0.5714285714285714,0.3130291539282924,-0.2292506291606075,3.139196964877086,3.139196964877086
20,2000-01-01 20:00:00,0,0.8571428571428571,0.33126956965422505,2.161717373494259,5.83411966897217,5.83411966897217
21,2000-01-01 21:00:00,0,0.42857142857142855,0.34950998538015765,-0.9569314292805337,2.305139853351882,2.305139853351882
22,2000-01-01 22:00:00,0,0.14285714285714285,0.3677504011060904,0.06731083219488099,3.0619082448389436,3.0619082448389436
23,2000-01-01 23:00:00,0,0.42857142857142855,0.38599081683202313,0.20649883721106427,3.5050509512953454,3.5050509512953454
24,2000-01-02 00:00:00,0,0.7142857142857143,0.4042312325579558,-0.45688132622556726,3.1456254892989324,3.1456254892989324
25,2000-01-02 01:00:00,0,0.2857142857142857,0.42247164828388845,-1.0599757640207523,2.1322000386582514,2.1322000386582514
26,2000-01-02 02:00:00,0,0.5714285714285714,0.4407120640098212,0.6149573156935568,4.111087819812779,4.111087819812779
27,2000-01-02 03:00:00,0,0.8571428571428571,0.45895247973575387,1.4296607664750955,5.229745972034536,5.229745972034536
28,2000-01-02 04:00:00,0,0.42857142857142855,0.4771928954616865,-0.21195225635208395,3.1778019363618606,3.1778019363618606
29,2000-01-02 05:00:00,0,0.14285714285714285,0.4954333111876192,-0.08033725576207178,3.04194306696352,3.04194306696352
30,2000-01-02 06:00:00,0,0.42857142857142855,0.513673726913552,0.4053977840180792,3.831632808183889,3.831632808183889
31,2000-01-02 07:00:00,0,0.7142857142857143,0.5319141426394847,0.11860658523361353,3.848796310839642,3.848796310839642
32,2000-01-02 08:00:00,0,0.2857142857142857,0.5501545583654172,1.2544140683375582,4.574272781098091,4.574272781098091
33,2000-01-02 09:00:00,0,0.5714285714285714,0.56839497409135,1.419102040788718,5.042915454989469,5.042915454989469
34,2000-01-02 10:00:00,0,0.8571428571428571,0.5866353898172825,-0.7438560828698322,3.1839120327711368,3.1839120327711368
35,2000-01-02 11:00:00,0,0.42857142857142855,0.6048758055432155,-2.5174371027954736,1.0,1.0
36,2000-01-02 12:00:00,0,0.14285714285714285,0.6231162212691479,-1.5070960235350006,1.7428672092721196,1.7428672092721196
37,2000-01-02 13:00:00,0,0.42857142857142855,0.6413566369950807,1.149076125381565,4.702994059628904,4.702994059628904
38,2000-01-02 14:00:00,0,0.7142857142857143,0.6595970527210134,-1.193578251944493,2.664294383743064,2.664294383743064
39,2000-01-02 15:00:00,0,0.2857142857142857,0.6778374684469459,1.1410424458433976,4.588584068685459,4.588584068685459
40,2000-01-02 16:00:00,0,0.5714285714285714,0.6960778841728787,1.5094450822654228,5.260941406547703,5.260941406547703
41,2000-01-02 17:00:00,0,0.8571428571428571,0.7143182998988115,1.0677751294644207,5.123226155186919,5.123226155186919
42,2000-01-02 18:00:00,0,0.42857142857142855,0.732558715624744,-0.6865894771933623,2.9585305356836398,2.9585305356836398
43,2000-01-02 19:00:00,0,0.14285714285714285,0.7507991313506768,0.01487331605783535,3.3925194589464844,3.3925194589464844
44,2000-01-02 20:00:00,0,0.42857142857142855,0.7690395470766094,-0.37566589616476365,3.305934948164104,3.305934948164104
45,2000-01-02 21:00:00,0,0.7142857142857143,0.7872799628025421,-0.03822363744467267,3.947331908324413,3.947331908324413
46,2000-01-02 22:00:00,0,0.2857142857142857,0.8055203785284747,0.36797447414967926,3.943199007073269,3.943199007073269
47,2000-01-02 23:00:00,0,0.5714285714285714,0.8237607942544076,-0.04472370024755386,3.8344555341162545,3.8344555341162545
48,2000-01-03 00:00:00,0,0.8571428571428571,0.8420012099803399,-0.3023751325193162,3.88075880328471,3.88075880328471
49,2000-01-03 01:00:00,0,0.42857142857142855,0.8602416257062727,-2.2244036022124187,1.548399320746112,1.548399320746112
