Time,hicp_010000
2004-01-31,99.38
2004-03-01,99.55
2004-04-01,99.72
2004-05-01,99.98
2004-06-01,100.06
2004-07-01,99.55
2004-07-31,98.86
2004-08-31,98.77
2004-09-30,98.69
2004-10-31,98.77
2004-11-30,99.2
2005-01-01,99.46
2005-01-31,99.89
2005-03-02,100.32
2005-04-02,100.32
2005-05-02,100.58
2005-06-02,100.5
2005-07-02,99.81
2005-08-01,99.55
2005-09-01,99.46
2005-10-01,99.63
2005-11-01,99.89
2005-12-01,100.58
2006-01-01,101.17
2006-01-31,101.54
2006-03-02,101.61
2006-04-02,101.86
2006-05-02,102.36
2006-06-02,102.48
2006-07-02,102.41
2006-08-01,102.42
2006-09-01,102.74
2006-10-01,102.58
2006-11-01,102.95
2006-12-01,103.18
2007-01-01,103.72
2007-01-31,103.52
2007-03-02,103.57
2007-04-02,104.36
2007-05-02,104.47
2007-06-02,104.6
2007-07-02,104.46
2007-08-01,104.62
2007-09-01,105.23
2007-10-01,106.49
2007-11-01,107.38
2007-12-01,108.09
2008-01-01,109.31
2008-01-31,109.51
2008-03-01,110.04
2008-04-01,110.62
2008-05-01,111.12
2008-06-01,111.31
2008-07-01,111.46
2008-07-31,111.06
2008-08-31,111.18
2008-09-30,111.48
2008-10-31,111.35
2008-11-30,111.54
2009-01-01,112.1
2009-01-31,112.03
2009-03-02,111.76
2009-04-02,111.62
2009-05-02,111.46
2009-06-02,111.08
2009-07-02,110.36
2009-08-01,109.78
2009-09-01,109.77
2009-10-01,109.76
2009-11-01,109.96
2009-12-01,110.04
2010-01-01,110.8
2010-01-31,110.84
2010-03-02,111.31
2010-04-02,111.64
2010-05-02,111.38
2010-06-02,111.38
2010-07-02,111.26
2010-08-01,111.01
2010-09-01,110.96
2010-10-01,111.1
2010-11-01,111.54
2010-12-01,112.0
2011-01-01,112.44
2011-01-31,113.03
2011-03-02,113.59
2011-04-02,113.84
2011-05-02,114.41
2011-06-02,114.38
2011-07-02,114.11
2011-08-01,113.85
2011-09-01,114.07
2011-10-01,114.52
2011-11-01,115.03
2011-12-01,115.32
2012-01-01,115.75
2012-01-31,116.59
2012-03-01,116.95
2012-04-01,116.92
2012-05-01,117.04
2012-06-01,117.54
2012-07-01,116.92
2012-07-31,116.83
2012-08-31,117.11
2012-09-30,117.81
2012-10-31,118.32
2012-11-30,118.82
2013-01-01,119.32
2013-01-31,119.41
2013-03-02,119.77
2013-04-02,120.04
2013-05-02,120.82
2013-06-02,121.3
2013-07-02,120.82
2013-08-01,120.28
2013-09-01,119.68
2013-10-01,119.51
2013-11-01,119.63
2013-12-01,120.43
